HEADER.PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000525,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-08-28
300000525,20,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-09-11
300000526,10,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-10-04
300000526,20,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2015-02-13
300000527,10,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-07-26
300000527,20,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-02-27
300000528,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-12-03
300000528,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-10-07
300000529,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-04-29
300000529,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-12-11
300000530,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-04-04
300000530,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2014-12-25
300000531,10,HT-1007,,USD,1781.43,1497,284.43,3,EA,2015-03-09
300000531,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-09-16
300000532,10,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-04-10
300000532,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-09-13
300000533,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-11-28
300000533,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-10-04
300000534,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-10-14
300000534,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-10-21
300000535,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-04-10
300000535,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-11-02
300000536,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-03-29
300000536,20,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-04-16
300000537,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-02-19
300000537,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-04-20
300000538,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-10-29
300000538,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-03-17
300000539,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-06-12
300000539,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-04-17
300000540,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-03-14
300000540,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-11-05
300000541,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-04-17
300000541,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-02-14
300000542,10,HT-2026,,USD,35.69,29.99,5.7,1,EA,2015-09-03
300000542,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-05-10
300000543,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-12-07
300000543,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-05-29
300000544,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-10-25
300000544,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-03-28
300000545,10,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-09-22
300000545,20,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-05-17
300000546,10,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-05-23
300000546,20,HT-2026,,USD,35.69,29.99,5.7,1,EA,2014-12-18
300000547,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-03-27
300000547,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-02-28
300000548,10,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-10-12
300000548,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-06-07
300000549,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-02-04
300000549,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-05-11
300000550,10,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-11-14
300000550,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-10-06
300000551,10,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-05-18
300000551,20,HT-1502,,EUR,29750,25000,4750,1,EA,2015-05-13
300000552,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-05-23
300000552,20,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2015-02-09
300000553,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-10-02
300000553,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-05-20
300000554,10,HT-1501,,JPY,35700,30000,5700,2,EA,2015-12-02
300000554,20,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-07-21
300000555,10,HT-1051,,USD,117.81,99,18.81,1,EA,2015-08-07
300000555,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-02-07
300000556,10,HT-1500,,EUR,17850,15000,2850,3,EA,2015-08-15
300000556,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-10-02
300000557,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-09-28
300000557,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2015-07-27
300000558,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-06-05
300000558,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-01-02
300000559,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-01-17
300000559,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2014-12-23
300000560,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-08-30
300000560,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-03-10
300000561,10,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-05-01
300000561,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2014-12-07
300000562,10,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-06-24
300000562,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-06-02
300000563,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-11-21
300000563,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-02-07
300000564,10,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-03-05
300000564,20,HT-1501,,JPY,35700,30000,5700,2,EA,2015-01-09
300000565,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-06-20
300000565,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-02-16
300000566,10,HT-1120,,EUR,618.8,520,98.8,2,EA,2015-05-22
300000566,20,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-03-20
300000567,10,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-09-30
300000567,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2014-12-14
300000568,10,HT-1060,,EUR,32.13,27,5.13,3,EA,2015-08-21
300000568,20,HT-1502,,EUR,89250,75000,14250,3,EA,2015-07-05
300000569,10,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-12-15
300000569,20,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2015-05-18
300000570,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-04-24
300000570,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-04-19
300000571,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-06-27
300000571,20,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-06-22
300000572,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-12-28
300000572,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-05-03
300000573,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-10-23
300000573,20,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-08-06
300000574,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-07-27
300000574,20,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2014-12-05
300000575,10,HT-1500,,EUR,5950,5000,950,1,EA,2015-03-29
300000575,20,HT-1055,,EUR,235.62,198,37.62,2,EA,2015-03-08
300000576,10,HT-1500,,EUR,11900,10000,1900,2,EA,2015-04-22
300000576,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-08-24
300000577,10,HT-1500,,EUR,17850,15000,2850,3,EA,2015-10-21
300000577,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-01-13
300000578,10,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-06-10
300000578,20,HT-1051,,USD,353.43,297,56.43,3,EA,2015-04-26
300000579,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-06-24
300000579,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-05-25
300000580,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-08-27
300000580,20,HT-1056,,JPY,283.22,238,45.22,2,EA,2014-12-17
300000581,10,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-08-04
300000581,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-05-24
300000582,10,HT-1501,,JPY,35700,30000,5700,2,EA,2015-02-23
300000582,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-01-31
300000583,10,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-01-03
300000583,20,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-04-25
300000584,10,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-11-05
300000584,20,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-03-05
300000585,10,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-01-18
300000585,20,HT-1502,,EUR,59500,50000,9500,2,EA,2015-03-17
300000586,10,HT-1500,,EUR,5950,5000,950,1,EA,2015-10-17
300000586,20,HT-1055,,EUR,353.43,297,56.43,3,EA,2015-05-29
300000587,10,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-09-11
300000587,20,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-04-16
300000588,10,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-12-09
300000588,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-06-25
300000589,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-12-25
300000589,20,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-04-05
300000590,10,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-09-09
300000590,20,HT-1051,,USD,235.62,198,37.62,2,EA,2015-11-26
300000591,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-06-30
300000591,20,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-02-15
300000592,10,HT-1502,,EUR,29750,25000,4750,1,EA,2015-04-22
300000592,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-05-06
300000593,10,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-04-18
300000593,20,HT-1052,,EUR,606.9,510,96.9,3,EA,2014-12-15
300000594,10,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-12-29
300000594,20,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-05-19
300000595,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-08-08
300000595,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-06-19
300000596,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-05-08
300000596,20,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-10-11
300000597,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-09-07
300000597,20,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-12-15
300000598,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-10-23
300000598,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-08-27
300000599,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-12-29
300000599,20,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-10-24
300000600,10,HT-8001,,GBP,1188.81,999,189.81,1,EA,2015-02-08
300000600,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-10-27
300000601,10,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-09-25
300000601,20,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-12-14
300000602,10,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-09-22
300000602,20,AD-1000,,CAD,0,0,0,1,EA,2015-03-29
300000603,10,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-12-14
300000603,20,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-11-22
300000604,10,HT-8002,,EUR,2853.62,2398,455.62,2,EA,2015-04-19
300000604,20,HT-1032,,EUR,410.55,345,65.55,1,EA,2014-12-10
300000605,10,HT-1114,,USD,82.11,69,13.11,1,EA,2015-01-08
300000605,20,HT-8003,,USD,3303.44,2776,527.44,2,EA,2015-10-26
300000606,10,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-08-05
300000606,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-10-08
300000607,10,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-11-23
300000607,20,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-09-06
300000608,10,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-08-25
300000608,20,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-08-12
300000609,10,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-09-18
300000609,20,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-10-11
300000610,10,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2014-12-11
300000610,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2014-12-23
300000611,10,HT-1040,,EUR,987.7,830,157.7,1,EA,2015-08-03
300000611,20,HT-1117,,EUR,135.66,114,21.66,3,EA,2015-01-23
300000612,10,AD-1000,,CAD,0,0,0,2,EA,2015-10-08
300000612,20,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-11-04
300000613,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-02-13
300000613,20,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-10-05
300000614,10,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-08-03
300000614,20,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-07-16
300000615,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-11-09
300000615,20,HT-1114,,USD,164.22,138,26.22,2,EA,2014-12-29
300000616,10,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-01-13
300000616,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-11-17
300000617,10,HT-1115,,CAD,49.98,42,7.98,1,EA,2015-11-12
300000617,20,AD-1000,,CAD,0,0,0,2,EA,2015-05-10
300000618,10,HT-1030,,EUR,821.1,690,131.1,3,EA,2015-01-22
300000618,20,HT-1111,,EUR,24.63,20.7,3.93,3,EA,2015-07-17
300000619,10,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-06-22
300000619,20,HT-1041,,ARS,583.1,490,93.1,1,EA,2015-06-05
300000620,10,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-07-04
300000620,20,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-12-19
300000621,10,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2014-12-28
300000621,20,HT-8000,,EUR,950.81,799,151.81,1,EA,2015-11-03
300000622,10,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-10-27
300000622,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-11-17
300000623,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-06-13
300000623,20,HT-1114,,USD,246.33,207,39.33,3,EA,2015-05-24
300000624,10,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-09-10
300000624,20,AD-1000,,CAD,0,0,0,3,EA,2015-05-02
300000625,10,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2015-09-02
300000625,20,HT-1116,,MXN,85.68,72,13.68,2,EA,2015-04-06
300000626,10,HT-1037,,MXN,3403.4,2860,543.4,2,EA,2015-12-29
300000626,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2015-07-11
300000627,10,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2015-06-27
300000627,20,HT-1116,,MXN,42.84,36,6.84,1,EA,2014-12-09
300000628,10,HT-8003,,USD,4955.16,4164,791.16,3,EA,2015-09-08
300000628,20,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-02-23
300000629,10,HT-1117,,EUR,90.44,76,14.44,2,EA,2015-01-09
300000629,20,HT-1040,,EUR,987.7,830,157.7,1,EA,2015-11-13
300000630,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-06-23
300000630,20,HT-1032,,EUR,821.1,690,131.1,2,EA,2015-09-07
300000631,10,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2015-02-22
300000631,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-06-14
300000632,10,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-04-13
300000632,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-02-24
300000633,10,HT-1041,,ARS,1166.2,980,186.2,2,EA,2015-05-30
300000633,20,HT-1118,,ARS,188.02,158,30.02,2,EA,2015-11-23
300000634,10,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-10-24
300000634,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-01-05
300000635,10,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-05-25
300000635,20,HT-1030,,EUR,547.4,460,87.4,2,EA,2015-04-11
300000636,10,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2015-05-23
300000636,20,HT-1116,,MXN,128.52,108,20.52,3,EA,2015-11-13
300000637,10,AD-1000,,CAD,0,0,0,2,EA,2015-05-14
300000637,20,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-06-23
300000638,10,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2015-02-13
300000638,20,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2015-04-05
300000639,10,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-02-07
300000639,20,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-01-10
300000640,10,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-06-22
300000640,20,HT-1114,,USD,164.22,138,26.22,2,EA,2015-05-26
300000641,10,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-12-30
300000641,20,HT-1117,,EUR,45.22,38,7.22,1,EA,2015-04-03
300000642,10,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-10-01
300000642,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-08-06
300000643,10,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2015-05-21
300000643,20,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-06-25
300000644,10,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-07-05
300000644,20,HT-1041,,ARS,583.1,490,93.1,1,EA,2015-02-25
300000645,10,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-07-24
300000645,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-05-07
300000646,10,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-01-19
300000646,20,HT-1030,,EUR,273.7,230,43.7,1,EA,2015-10-09
300000647,10,HT-8003,,USD,4955.16,4164,791.16,3,EA,2015-07-11
300000647,20,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-07-20
300000648,10,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-07-06
300000648,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2015-02-25
300000649,10,AD-1000,,CAD,0,0,0,3,EA,2015-02-02
300000649,20,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2015-03-27
300000650,10,HT-6132,,BRL,1069.81,899,170.81,1,EA,2015-09-14
300000650,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-08-19
300000651,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-07-31
300000651,20,HT-1065,,CHF,30.94,26,4.94,1,EA,2014-12-24
300000652,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-11-02
300000652,20,HT-1066,,USD,2.98,2.5,0.48,1,EA,2015-08-31
300000653,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-01-11
300000653,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-09-19
300000654,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2014-12-12
300000654,20,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-03-26
300000655,10,HT-1095,,USD,190.4,160,30.4,1,EA,2015-04-25
300000655,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-12-02
300000656,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-10-11
300000656,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-05-02
300000657,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-05-21
300000657,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2015-08-19
300000658,10,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-03-26
300000658,20,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-07-24
300000659,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-02-19
300000659,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-01-30
300000660,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-01-17
300000660,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-01-30
300000661,10,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-04-21
300000661,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2015-04-16
300000662,10,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-04-12
300000662,20,HT-1066,,USD,5.95,5,0.95,2,EA,2015-07-20
300000663,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-10-23
300000663,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-02-04
300000664,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-10-25
300000664,20,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-12-06
300000665,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-08-11
300000665,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-03-21
300000666,10,HT-1070,,ARS,168.74,141.8,26.94,2,EA,2015-08-25
300000666,20,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-06-26
300000667,10,HT-7010,,USD,950.81,799,151.81,1,EA,2015-07-21
300000667,20,HT-1066,,USD,5.95,5,0.95,2,EA,2015-11-10
300000668,10,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2015-06-16
300000668,20,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-12-21
300000669,10,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-01-17
300000669,20,HT-1062,,ARS,13.09,11,2.09,1,EA,2015-08-29
300000670,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-01-03
300000670,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-01-17
300000671,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-02-09
300000671,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-03-13
300000672,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-11-28
300000672,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-12-17
300000673,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-12-25
300000673,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-01-29
300000674,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-07-27
300000674,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2014-12-06
300000675,10,HT-1069,,JPY,952,800,152,1,EA,2015-10-04
300000675,20,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-10-23
300000676,10,HT-1069,,JPY,1904,1600,304,2,EA,2014-12-11
300000676,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-06-05
300000677,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-04-23
300000677,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-10-31
300000678,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-06-13
300000678,20,HT-1095,,USD,571.2,480,91.2,3,EA,2015-03-25
300000679,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-11-11
300000679,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-05-25
300000680,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-01-08
300000680,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-09-20
300000681,10,HT-1097,,ARS,199.92,168,31.92,3,EA,2015-09-23
300000681,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-01-28
300000682,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-07-10
300000682,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-12-16
300000683,10,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-07-01
300000683,20,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-07-25
300000684,10,HT-1063,,BRL,33.32,28,5.32,2,EA,2014-12-22
300000684,20,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-12-13
300000685,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-07-11
300000685,20,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-03-04
300000686,10,HT-1069,,JPY,952,800,152,1,EA,2015-08-21
300000686,20,HT-1096,,JPY,428.4,360,68.4,3,EA,2015-09-16
300000687,10,HT-1066,,USD,5.95,5,0.95,2,EA,2014-12-10
300000687,20,HT-7010,,USD,1901.62,1598,303.62,2,EA,2014-12-06
300000688,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-07-24
300000688,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-10-25
300000689,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-10-14
300000689,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-06-14
300000690,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-03-25
300000690,20,HT-1095,,USD,380.8,320,60.8,2,EA,2015-09-30
300000691,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-02-23
300000691,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2014-12-26
300000692,10,HT-1065,,CHF,30.94,26,4.94,1,EA,2015-11-03
300000692,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-07-11
300000693,10,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-11-27
300000693,20,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-04-02
300000694,10,HT-1062,,ARS,39.27,33,6.27,3,EA,2015-03-21
300000694,20,HT-6131,,ARS,1426.81,1199,227.81,1,EA,2015-04-20
300000695,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-05-07
300000695,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-04-29
300000696,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-10-05
300000696,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-08-22
300000697,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-03-11
300000697,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-03-09
300000698,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-10-14
300000698,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-09-10
300000699,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-06-18
300000699,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-05-14
300000700,10,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-07-30
300000700,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-04-08
