SALESORDERID,HISTORY.CREATEDBY.EMPLOYEEID,HISTORY.CREATEDAT,HISTORY.CHANGEDBY.EMPLOYEEID,HISTORY.CHANGEDAT,NOTEID,PARTNER.PARTNERID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS
500000839,25,2015-04-17,30,2015-05-01,,100000024,EUR,2727.24,2291.8,435.44,X,I,I
500000840,6,2015-04-18,27,2015-05-02,,100000021,EUR,530.62,445.9,84.72,N,I,I
500000841,33,2015-04-19,13,2015-05-03,,100000019,EUR,803.25,675,128.25,P,I,I
500000842,16,2015-04-20,22,2015-05-04,,100000025,EUR,178.14,149.7,28.44,N,I,I
500000843,1,2015-04-21,14,2015-05-05,,100000022,EUR,871.55,732.4,139.15,N,I,I
500000844,4,2015-04-22,28,2015-05-06,,100000026,EUR,6543.8,5499,1044.8,N,I,I
500000845,30,2015-04-23,12,2015-05-07,,100000026,EUR,113032.74,94985.5,18047.24,P,P,I
500000846,19,2015-04-24,13,2015-05-08,,100000025,EUR,114.24,96,18.24,C,P,D
500000847,25,2015-04-25,18,2015-05-09,,100000021,EUR,521.22,438,83.22,X,I,I
500000848,1,2015-04-26,32,2015-05-10,,100000024,EUR,411.5,345.8,65.7,X,I,I
500000849,17,2015-04-27,32,2015-05-11,,100000022,EUR,11379.97,9563,1816.97,C,P,D
500000850,26,2015-04-28,8,2015-05-12,,100000012,EUR,26581.03,22337,4244.03,N,I,I
500000851,29,2015-04-29,30,2015-05-13,,100000011,EUR,9417.66,7914,1503.66,C,P,D
500000852,22,2015-04-30,2,2015-05-14,,100000015,EUR,5631.08,4732,899.08,P,P,I
500000853,8,2015-05-01,9,2015-05-15,,100000013,EUR,1405.39,1181,224.39,X,I,I
500000854,21,2015-05-02,29,2015-05-16,,100000013,EUR,761.24,639.7,121.54,C,P,D
500000855,30,2015-05-03,2,2015-05-17,,100000014,EUR,101299.22,85125.4,16173.82,N,I,I
500000856,10,2015-05-04,27,2015-05-18,,100000016,EUR,250.73,210.7,40.03,P,P,I
500000857,33,2015-05-05,13,2015-05-19,,100000017,EUR,10549.35,8865,1684.35,P,I,I
500000858,33,2015-05-06,25,2015-05-20,,100000018,EUR,195.16,164,31.16,C,P,D
500000859,19,2015-05-07,7,2015-05-21,,100000012,EUR,3972.22,3338,634.22,C,P,D
500000860,13,2015-05-08,21,2015-05-22,,100000011,EUR,3598.92,3024.3,574.62,P,P,D
500000861,29,2015-05-09,7,2015-05-23,,100000017,EUR,325.94,273.9,52.04,C,P,D
500000862,10,2015-05-10,10,2015-05-24,,100000015,EUR,24395,20500,3895,X,I,I
500000863,4,2015-05-11,2,2015-05-25,,100000013,EUR,5527.55,4645,882.55,N,I,I
500000864,18,2015-05-12,3,2015-05-26,,100000013,EUR,3459.33,2907,552.33,P,P,D
500000865,23,2015-05-13,9,2015-05-27,,100000014,EUR,852.04,716,136.04,X,I,I
500000866,30,2015-05-14,10,2015-05-28,,100000017,EUR,1916.5,1610.5,306,P,I,I
500000867,25,2015-05-15,26,2015-05-29,,100000015,EUR,178.14,149.7,28.44,C,P,D
500000868,33,2015-05-16,15,2015-05-30,,100000011,EUR,871.55,732.4,139.15,C,P,D
500000869,4,2015-05-17,28,2015-05-31,,100000018,EUR,1028.15,864,164.15,C,P,D
500000870,33,2015-05-18,15,2015-06-01,,100000012,EUR,5523.38,4641.5,881.88,X,I,I
500000871,23,2015-05-19,14,2015-06-02,,100000011,EUR,187.54,157.6,29.94,X,I,I
500000872,2,2015-05-20,14,2015-06-03,,100000013,EUR,521.22,438,83.22,X,I,I
500000873,21,2015-05-21,15,2015-06-04,,100000014,EUR,411.5,345.8,65.7,X,I,I
500000874,14,2015-05-22,1,2015-06-05,,100000015,EUR,11552.52,9708,1844.52,X,I,I
500000875,22,2015-05-23,6,2015-06-06,,100000016,EUR,26581.03,22337,4244.03,X,I,I
500000876,30,2015-05-24,3,2015-06-07,,100000016,EUR,9417.66,7914,1503.66,P,I,D
500000877,17,2015-05-25,20,2015-06-08,,100000016,EUR,5631.08,4732,899.08,N,I,I
500000878,3,2015-05-26,25,2015-06-09,,100000014,EUR,1405.39,1181,224.39,N,I,I
500000879,24,2015-05-27,16,2015-06-10,,100000017,EUR,761.24,639.7,121.54,C,P,D
500000880,10,2015-05-28,33,2015-06-11,,100000013,EUR,101299.22,85125.4,16173.82,P,I,D
500000881,3,2015-05-29,9,2015-06-12,,100000017,EUR,250.73,210.7,40.03,C,P,D
500000882,32,2015-05-30,7,2015-06-13,,100000013,EUR,10549.35,8865,1684.35,X,I,I
500000883,5,2015-05-31,5,2015-06-14,,100000018,EUR,195.16,164,31.16,P,I,I
500000884,5,2015-06-01,16,2015-06-15,,100000012,EUR,107100,90000,17100,X,I,I
500000885,10,2015-06-02,14,2015-06-16,,100000011,EUR,4415.73,3710.7,705.03,C,P,D
500000886,8,2015-06-03,17,2015-06-17,,100000016,EUR,325.94,273.9,52.04,P,P,D
500000887,32,2015-06-04,28,2015-06-18,,100000015,EUR,24220.07,20353,3867.07,C,P,D
500000888,12,2015-06-05,31,2015-06-19,,100000013,EUR,4499.87,3781.4,718.47,N,I,I
500000889,20,2015-06-06,11,2015-06-20,,100000013,EUR,2727.24,2291.8,435.44,P,P,I
500000890,1,2015-06-07,12,2015-06-21,,100000014,EUR,530.62,445.9,84.72,X,I,I
500000891,2,2015-06-08,12,2015-06-22,,100000017,EUR,803.25,675,128.25,X,I,I
500000892,31,2015-06-09,30,2015-06-23,,100000011,EUR,178.14,149.7,28.44,P,P,D
500000893,21,2015-06-10,28,2015-06-24,,100000015,EUR,871.55,732.4,139.15,C,P,D
500000894,32,2015-06-11,7,2015-06-25,,100000018,EUR,6543.8,5499,1044.8,P,P,D
500000895,27,2015-06-12,13,2015-06-26,,100000012,EUR,113032.74,94985.5,18047.24,N,I,I
500000896,23,2015-06-13,13,2015-06-27,,100000011,EUR,114.24,96,18.24,N,I,I
500000897,2,2015-06-14,11,2015-06-28,,100000014,EUR,521.22,438,83.22,C,P,D
500000898,8,2015-06-15,22,2015-06-29,,100000013,EUR,411.5,345.8,65.7,N,I,I
500000899,32,2015-06-16,30,2015-06-30,,100000015,EUR,11379.97,9563,1816.97,C,P,D
500000900,9,2015-06-17,8,2015-07-01,,100000028,EUR,26581.03,22337,4244.03,P,I,D
500000901,19,2015-06-18,31,2015-07-02,,100000030,EUR,9417.66,7914,1503.66,N,I,I
500000902,1,2015-06-19,10,2015-07-03,,100000031,EUR,5631.08,4732,899.08,N,I,I
500000903,7,2015-06-20,33,2015-07-04,,100000032,EUR,1405.39,1181,224.39,N,I,I
500000904,12,2015-06-21,5,2015-07-05,,100000032,EUR,761.24,639.7,121.54,X,I,I
500000905,18,2015-06-22,28,2015-07-06,,100000033,EUR,101299.22,85125.4,16173.82,C,P,D
500000906,15,2015-06-23,7,2015-07-07,,100000034,EUR,250.73,210.7,40.03,N,I,I
500000907,14,2015-06-24,31,2015-07-08,,100000035,EUR,10549.35,8865,1684.35,P,P,D
500000908,28,2015-06-25,7,2015-07-09,,100000027,EUR,195.16,164,31.16,N,I,I
500000909,4,2015-06-26,23,2015-07-10,,100000028,EUR,3972.22,3338,634.22,N,I,I
500000910,27,2015-06-27,14,2015-07-11,,100000030,EUR,3598.92,3024.3,574.62,N,I,I
500000911,28,2015-06-28,4,2015-07-12,,100000035,EUR,325.94,273.9,52.04,P,I,I
500000912,11,2015-06-29,25,2015-07-13,,100000031,EUR,24395,20500,3895,N,I,I
500000913,32,2015-06-30,3,2015-07-14,,100000032,EUR,5527.55,4645,882.55,X,I,I
500000914,17,2015-07-01,23,2015-07-15,,100000032,EUR,3459.33,2907,552.33,P,P,D
500000915,25,2015-07-02,24,2015-07-16,,100000033,EUR,852.04,716,136.04,C,P,D
500000916,9,2015-07-03,27,2015-07-17,,100000035,EUR,1916.5,1610.5,306,C,P,D
500000917,2,2015-07-04,5,2015-07-18,,100000031,EUR,178.14,149.7,28.44,P,P,D
500000918,28,2015-07-05,14,2015-07-19,,100000030,EUR,871.55,732.4,139.15,P,I,I
500000919,27,2015-07-06,19,2015-07-20,,100000027,EUR,1028.15,864,164.15,C,P,D
500000920,21,2015-07-07,33,2015-07-21,,100000028,EUR,5523.38,4641.5,881.88,X,I,I
500000921,28,2015-07-08,12,2015-07-22,,100000030,EUR,187.54,157.6,29.94,X,I,I
500000922,14,2015-07-09,4,2015-07-23,,100000032,EUR,521.22,438,83.22,N,I,I
500000923,17,2015-07-10,14,2015-07-24,,100000033,EUR,411.5,345.8,65.7,P,I,D
500000924,23,2015-07-11,6,2015-07-25,,100000031,EUR,11552.52,9708,1844.52,X,I,I
500000925,7,2015-07-12,25,2015-07-26,,100000034,EUR,26581.03,22337,4244.03,C,P,D
500000926,8,2015-07-13,30,2015-07-27,,100000034,EUR,9417.66,7914,1503.66,N,I,I
500000927,3,2015-07-14,12,2015-07-28,,100000034,EUR,5631.08,4732,899.08,C,P,D
500000928,10,2015-07-15,28,2015-07-29,,100000033,EUR,1405.39,1181,224.39,N,I,I
500000929,26,2015-07-16,12,2015-07-30,,100000035,EUR,761.24,639.7,121.54,X,I,I
500000930,9,2015-07-17,13,2015-07-31,,100000032,EUR,101299.22,85125.4,16173.82,C,P,D
500000931,22,2015-07-18,28,2015-08-01,,100000035,EUR,250.73,210.7,40.03,C,P,D
500000932,13,2015-07-19,5,2015-08-02,,100000032,EUR,10549.35,8865,1684.35,C,P,D
500000933,3,2015-07-20,30,2015-08-03,,100000027,EUR,195.16,164,31.16,C,P,D
500000934,16,2015-07-21,21,2015-08-04,,100000028,EUR,107100,90000,17100,P,P,I
500000935,32,2015-07-22,19,2015-08-05,,100000030,EUR,4415.73,3710.7,705.03,X,I,I
500000936,24,2015-07-23,12,2015-08-06,,100000034,EUR,325.94,273.9,52.04,N,I,I
500000937,5,2015-07-24,25,2015-08-07,,100000031,EUR,24220.07,20353,3867.07,X,I,I
500000938,14,2015-07-25,15,2015-08-08,,100000032,EUR,4499.87,3781.4,718.47,C,P,D
500000939,2,2015-07-26,28,2015-08-09,,100000032,EUR,2727.24,2291.8,435.44,X,I,I
500000940,31,2015-07-27,25,2015-08-10,,100000033,EUR,530.62,445.9,84.72,X,I,I
500000941,1,2015-07-28,15,2015-08-11,,100000035,EUR,803.25,675,128.25,X,I,I
500000942,21,2015-07-29,32,2015-08-12,,100000030,EUR,178.14,149.7,28.44,P,P,I
500000943,26,2015-07-30,33,2015-08-13,,100000031,EUR,871.55,732.4,139.15,P,I,D
500000944,18,2015-07-31,20,2015-08-14,,100000027,EUR,6543.8,5499,1044.8,C,P,D
500000945,12,2015-08-01,15,2015-08-15,,100000028,EUR,113032.74,94985.5,18047.24,P,P,D
500000946,22,2015-08-02,7,2015-08-16,,100000030,EUR,114.24,96,18.24,P,I,I
500000947,31,2015-08-03,18,2015-08-17,,100000033,EUR,521.22,438,83.22,N,I,I
500000948,4,2015-08-04,19,2015-08-18,,100000032,EUR,411.5,345.8,65.7,X,I,I
500000949,20,2015-08-05,25,2015-08-19,,100000031,EUR,11379.97,9563,1816.97,C,P,D
500000950,32,2015-08-06,17,2015-08-20,,100000044,EUR,26581.03,22337,4244.03,C,P,D
500000951,29,2015-08-07,7,2015-08-21,,100000036,EUR,9417.66,7914,1503.66,X,I,I
500000952,32,2015-08-08,27,2015-08-22,,100000038,EUR,5631.08,4732,899.08,X,I,I
500000953,7,2015-08-09,7,2015-08-23,,100000037,EUR,1405.39,1181,224.39,P,P,I
500000954,24,2015-08-10,32,2015-08-24,,100000037,EUR,761.24,639.7,121.54,N,I,I
500000955,33,2015-08-11,14,2015-08-25,,100000042,EUR,101299.22,85125.4,16173.82,X,I,I
500000956,8,2015-08-12,27,2015-08-26,,100000044,EUR,250.73,210.7,40.03,X,I,I
500000957,8,2015-08-13,7,2015-08-27,,100000041,EUR,10549.35,8865,1684.35,C,P,D
500000958,16,2015-08-14,14,2015-08-28,,100000043,EUR,195.16,164,31.16,C,P,D
500000959,23,2015-08-15,24,2015-08-29,,100000044,EUR,3972.22,3338,634.22,P,I,D
500000960,25,2015-08-16,11,2015-08-30,,100000036,EUR,3598.92,3024.3,574.62,P,I,D
500000961,13,2015-08-17,17,2015-08-31,,100000041,EUR,325.94,273.9,52.04,N,I,I
500000962,31,2015-08-18,7,2015-09-01,,100000038,EUR,24395,20500,3895,P,P,D
500000963,9,2015-08-19,4,2015-09-02,,100000037,EUR,5527.55,4645,882.55,C,P,D
500000964,15,2015-08-20,24,2015-09-03,,100000037,EUR,3459.33,2907,552.33,N,I,I
500000965,20,2015-08-21,25,2015-09-04,,100000042,EUR,852.04,716,136.04,C,P,D
500000966,28,2015-08-22,28,2015-09-05,,100000041,EUR,1916.5,1610.5,306,P,I,I
500000967,22,2015-08-23,23,2015-09-06,,100000038,EUR,178.14,149.7,28.44,C,P,D
500000968,22,2015-08-24,6,2015-09-07,,100000036,EUR,871.55,732.4,139.15,X,I,I
500000969,29,2015-08-25,17,2015-09-08,,100000043,EUR,1028.15,864,164.15,N,I,I
500000970,31,2015-08-26,8,2015-09-09,,100000044,EUR,5523.38,4641.5,881.88,N,I,I
500000971,3,2015-08-27,5,2015-09-10,,100000036,EUR,187.54,157.6,29.94,X,I,I
500000972,32,2015-08-28,22,2015-09-11,,100000037,EUR,521.22,438,83.22,P,P,I
500000973,17,2015-08-29,29,2015-09-12,,100000042,EUR,411.5,345.8,65.7,N,I,I
500000974,21,2015-08-30,28,2015-09-13,,100000038,EUR,11552.52,9708,1844.52,N,I,I
500000975,31,2015-08-31,5,2015-09-14,,100000044,EUR,26581.03,22337,4244.03,P,I,D
500000976,10,2015-09-01,17,2015-09-15,,100000044,EUR,9417.66,7914,1503.66,C,P,D
500000977,16,2015-09-02,23,2015-09-16,,100000044,EUR,5631.08,4732,899.08,P,P,D
500000978,7,2015-09-03,8,2015-09-17,,100000042,EUR,1405.39,1181,224.39,C,P,D
500000979,10,2015-09-04,20,2015-09-18,,100000041,EUR,761.24,639.7,121.54,P,P,I
500000980,1,2015-09-05,10,2015-09-19,,100000037,EUR,101299.22,85125.4,16173.82,P,I,I
500000981,30,2015-09-06,11,2015-09-20,,100000041,EUR,250.73,210.7,40.03,X,I,I
500000982,9,2015-09-07,2,2015-09-21,,100000037,EUR,10549.35,8865,1684.35,X,I,I
500000983,10,2015-09-08,8,2015-09-22,,100000043,EUR,195.16,164,31.16,X,I,I
500000984,26,2015-09-09,21,2015-09-23,,100000044,EUR,107100,90000,17100,X,I,I
500000985,22,2015-09-10,32,2015-09-24,,100000036,EUR,4415.73,3710.7,705.03,N,I,I
500000986,5,2015-09-11,30,2015-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500000987,16,2015-09-12,6,2015-09-26,,100000038,EUR,24220.07,20353,3867.07,C,P,D
500000988,4,2015-09-13,30,2015-09-27,,100000037,EUR,4499.87,3781.4,718.47,N,I,I
500000989,6,2015-09-14,5,2015-09-28,,100000037,EUR,2727.24,2291.8,435.44,C,P,D
500000990,5,2015-09-15,32,2015-09-29,,100000042,EUR,530.62,445.9,84.72,N,I,I
500000991,10,2015-09-16,21,2015-09-30,,100000041,EUR,803.25,675,128.25,X,I,I
500000992,17,2015-09-17,30,2015-10-01,,100000036,EUR,178.14,149.7,28.44,N,I,I
500000993,1,2015-09-18,4,2015-10-02,,100000038,EUR,871.55,732.4,139.15,P,I,D
500000994,26,2015-09-19,4,2015-10-03,,100000043,EUR,6543.8,5499,1044.8,P,P,D
500000995,8,2015-09-20,11,2015-10-04,,100000044,EUR,113032.74,94985.5,18047.24,X,I,I
500000996,5,2015-09-21,33,2015-10-05,,100000036,EUR,114.24,96,18.24,P,I,D
500000997,17,2015-09-22,7,2015-10-06,,100000042,EUR,521.22,438,83.22,P,I,I
500000998,7,2015-09-23,3,2015-10-07,,100000037,EUR,411.5,345.8,65.7,P,I,D
500000999,12,2015-09-24,33,2015-10-08,,100000038,EUR,11379.97,9563,1816.97,N,I,I
500001000,5,2014-09-06,15,2014-09-20,,100000041,EUR,250.73,210.7,40.03,X,I,I
500001001,24,2014-09-07,19,2014-09-21,,100000037,EUR,10549.35,8865,1684.35,X,I,I
500001002,5,2014-09-08,27,2014-09-22,,100000043,EUR,195.16,164,31.16,X,I,I
500001003,24,2014-09-09,33,2014-09-23,,100000044,EUR,107100,90000,17100,X,I,I
500001004,2,2014-09-10,19,2014-09-24,,100000036,EUR,4415.73,3710.7,705.03,N,I,I
500001005,22,2014-09-11,5,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001006,14,2014-09-12,16,2014-09-26,,100000038,EUR,24220.07,20353,3867.07,C,P,D
500001007,10,2014-09-13,23,2014-09-27,,100000037,EUR,4499.87,3781.4,718.47,N,I,I
500001008,8,2014-09-14,4,2014-09-28,,100000037,EUR,2727.24,2291.8,435.44,C,P,D
500001009,8,2014-09-15,14,2014-09-29,,100000042,EUR,530.62,445.9,84.72,N,I,I
500001010,23,2014-09-15,7,2014-09-29,,100000042,EUR,530.62,445.9,84.72,N,I,I
500001011,19,2014-09-15,6,2014-09-29,,100000042,EUR,530.62,445.9,84.72,N,I,I
500001012,33,2014-09-15,9,2014-09-29,,100000042,EUR,530.62,445.9,84.72,N,I,I
500001013,22,2014-09-11,18,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001014,32,2014-09-11,33,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001015,17,2014-09-11,14,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001016,19,2014-09-11,10,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001017,19,2014-09-11,1,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001018,32,2014-09-11,6,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001019,22,2014-09-11,13,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001020,29,2014-09-11,1,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001021,30,2014-09-11,13,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001022,21,2014-09-11,24,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001023,27,2014-09-11,19,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001024,9,2014-09-11,26,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001025,8,2014-09-11,12,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001026,24,2014-09-11,14,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001027,20,2014-09-11,4,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
500001028,26,2014-09-11,6,2014-09-25,,100000044,EUR,325.94,273.9,52.04,N,I,I
