HEADER.SALESORDERID,SALESORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000486,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000487,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000487,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000488,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000488,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000489,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000489,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000490,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000490,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000491,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000491,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000492,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000492,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000493,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000493,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000494,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000494,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000495,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000495,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000496,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000496,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000497,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000497,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000498,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000498,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000499,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000499,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000500,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000500,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000501,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000501,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000502,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000502,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000503,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000503,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000504,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000504,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000505,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000505,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000506,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000506,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000507,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000507,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000508,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000508,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000509,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000509,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000510,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000510,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000511,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000511,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000512,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000512,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000513,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000513,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000514,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000514,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000515,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000515,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000516,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000516,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000517,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000517,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000518,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000518,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000519,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000519,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000520,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000520,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000521,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000521,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000522,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000522,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000523,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000523,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000524,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000524,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000525,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000525,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000526,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000526,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000527,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000527,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000528,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000528,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000529,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000529,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000530,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000530,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000531,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000531,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000532,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000532,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000533,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000533,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000534,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000534,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000535,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000535,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000536,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000536,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000537,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000537,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000538,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000538,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000539,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000539,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000540,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000540,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000541,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000541,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000542,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000542,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000543,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000543,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000544,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000544,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000545,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000545,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000546,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000546,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000547,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000547,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000548,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000548,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000549,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000549,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000550,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000550,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000551,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000551,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000552,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000552,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000553,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000553,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000554,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000554,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000555,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000555,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000556,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000556,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000557,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000557,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000558,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000558,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000559,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000559,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000560,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000560,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000561,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000561,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000562,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000562,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000563,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000563,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000564,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000564,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000565,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000565,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000566,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000566,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000567,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000567,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000568,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000568,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000569,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000569,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000570,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000570,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000571,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000571,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000572,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000572,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000573,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000573,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000574,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000574,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000575,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000575,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000576,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000576,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000577,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000577,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000578,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000578,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000579,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000579,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000580,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000580,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000581,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000581,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000582,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000582,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000583,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000583,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000584,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000584,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000585,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000585,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000586,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000586,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000587,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000587,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000588,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000588,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000589,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000589,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000590,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000590,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000591,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000591,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000592,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000592,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000593,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000593,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000594,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000594,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000595,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000595,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000596,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000596,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000597,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000597,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000598,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000598,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000599,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000599,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000600,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000600,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000601,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000601,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000602,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000602,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000603,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000603,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000604,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000604,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000605,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000605,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000606,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000606,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000607,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000607,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000608,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000608,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000609,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000609,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000610,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000610,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000611,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000611,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000612,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000612,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000613,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000613,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000614,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000614,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000615,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000615,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000616,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000616,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000617,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000617,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000618,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000618,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000619,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000619,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000620,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000620,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000621,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000621,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000622,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000622,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000623,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000623,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000624,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000624,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000625,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000625,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000626,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000626,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000627,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000627,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000628,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000628,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000629,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000629,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000630,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000630,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000631,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000631,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000632,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000632,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000633,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000633,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000634,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000634,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000635,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000635,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000636,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000636,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000637,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000637,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000638,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000638,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000639,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000639,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000640,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000640,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000641,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000641,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000642,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000642,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000643,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000643,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000644,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000644,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000645,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000645,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000646,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000646,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000647,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000647,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000648,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000648,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
